,city,train_len,train_RMSE,test_RMSE,class
0,Opfikon_Balsberg,18.0,6.859946121120806,4.918006203116412,high traffic
0,StGallen_Blumenbergplatz,18.0,7.948178418099068,6.665597267002596,low traffic
0,StGallen_Stuelegg,18.0,2.8326100766745754,0.9140200489172249,no traffic
0,Zuerich_Schimmelstrasse,18.0,6.78812725462828,9.343639441207916,low traffic
0,Zuerich_Stampfenbachstrasse,18.0,6.732647782517936,3.9514815463147652,low traffic
0,Opfikon_Balsberg,24.0,6.840955694117691,4.688926057840802,high traffic
0,StGallen_Blumenbergplatz,24.0,7.693485948770764,6.870445482531974,low traffic
0,StGallen_Stuelegg,24.0,2.8542101487192757,1.033586643164126,no traffic
0,Zuerich_Schimmelstrasse,24.0,6.915727809112236,6.760524377209658,low traffic
0,Zuerich_Stampfenbachstrasse,24.0,7.06574019242576,3.7626396274811116,low traffic
0,Opfikon_Balsberg,3.0,4.548347573544341,10.913907081902272,high traffic
0,StGallen_Blumenbergplatz,3.0,5.108362587926517,7.568202301248246,low traffic
0,StGallen_Stuelegg,3.0,1.050282415810947,3.020720804360731,no traffic
0,Zuerich_Schimmelstrasse,3.0,4.497590681223432,11.214101903463288,low traffic
0,Zuerich_Stampfenbachstrasse,3.0,4.656594758495417,6.745339113408021,low traffic
0,Opfikon_Balsberg,6.0,4.568327227944397,6.5736708965963855,high traffic
0,StGallen_Blumenbergplatz,6.0,4.790920292966246,6.146287857038672,low traffic
0,StGallen_Stuelegg,6.0,1.3266987584759287,2.161758388365665,no traffic
0,Zuerich_Schimmelstrasse,6.0,5.654898980304918,11.330806257232588,low traffic
0,Zuerich_Stampfenbachstrasse,6.0,5.67734044491401,9.736585422893778,low traffic
0,Opfikon_Balsberg,9.0,6.8324047939259875,5.298638495948108,high traffic
0,StGallen_Blumenbergplatz,9.0,8.227951803069404,5.8861194795506755,low traffic
0,StGallen_Stuelegg,9.0,2.3922944180924035,2.2776763528181276,no traffic
0,Zuerich_Schimmelstrasse,9.0,6.636779284266433,8.367443067267478,low traffic
0,Zuerich_Stampfenbachstrasse,9.0,6.530106091966781,6.947846254924739,low traffic
0,Opfikon_Balsberg,12.0,6.802059632106242,5.691363248662993,high traffic
0,StGallen_Blumenbergplatz,12.0,8.40626433069325,6.464366915698187,low traffic
0,StGallen_Stuelegg,12.0,2.580492114466646,2.4878288508888557,no traffic
0,Zuerich_Schimmelstrasse,12.0,6.556799750663531,8.778897675324059,low traffic
0,Zuerich_Stampfenbachstrasse,12.0,6.688674249168649,4.8061328209830725,low traffic
0,Opfikon_Balsberg,18.0,6.814341832595403,5.582694052199716,high traffic
0,StGallen_Blumenbergplatz,18.0,7.956360869205022,5.631001429470565,low traffic
0,StGallen_Stuelegg,18.0,2.520850470552219,2.2430287016809385,no traffic
0,Zuerich_Schimmelstrasse,18.0,6.837466777939628,11.221924199346446,low traffic
0,Zuerich_Stampfenbachstrasse,18.0,6.610217708560981,5.048440103654687,low traffic
0,Opfikon_Balsberg,24.0,6.81681148463506,5.712981028728123,high traffic
0,StGallen_Blumenbergplatz,24.0,7.776275133205086,5.909157162117048,low traffic
0,StGallen_Stuelegg,24.0,2.837845757160663,2.1222294225128167,no traffic
0,Zuerich_Schimmelstrasse,24.0,6.913721345445284,10.556681399959286,low traffic
0,Zuerich_Stampfenbachstrasse,24.0,6.977264130160545,4.652038198885071,low traffic
0,Opfikon_Balsberg,3.0,4.580585968993144,16.23352614312437,high traffic
0,StGallen_Blumenbergplatz,3.0,4.806963128036353,12.65983667772107,low traffic
0,StGallen_Stuelegg,3.0,1.2827161221184535,4.800540931771996,no traffic
0,Zuerich_Schimmelstrasse,3.0,4.700784374883006,17.722787957292326,low traffic
0,Zuerich_Stampfenbachstrasse,3.0,4.336247304136902,8.840842798056064,low traffic
0,Opfikon_Balsberg,6.0,4.13286520838635,5.9279390960280125,high traffic
0,StGallen_Blumenbergplatz,6.0,4.484337884760578,7.660916739986293,low traffic
0,StGallen_Stuelegg,6.0,1.2917293318492349,2.9764238905462603,no traffic
0,Zuerich_Schimmelstrasse,6.0,5.630166671920845,8.092727491290244,low traffic
0,Zuerich_Stampfenbachstrasse,6.0,5.2291260941963555,6.277966667045522,low traffic
0,Opfikon_Balsberg,9.0,6.016570530900758,9.959206357087847,high traffic
0,StGallen_Blumenbergplatz,9.0,7.80918246989535,8.197042172346913,low traffic
0,StGallen_Stuelegg,9.0,2.1692795981992945,2.645390907146394,no traffic
0,Zuerich_Schimmelstrasse,9.0,6.029293884049685,8.196414135568046,low traffic
0,Zuerich_Stampfenbachstrasse,9.0,5.802262616938051,6.322836871377461,low traffic
0,Opfikon_Balsberg,12.0,6.629327986092563,7.616379370862765,high traffic
0,StGallen_Blumenbergplatz,12.0,8.230668107266746,7.699266562764321,low traffic
0,StGallen_Stuelegg,12.0,2.637442611416043,2.5659001455343797,no traffic
0,Zuerich_Schimmelstrasse,12.0,6.58255508784595,7.210984310262552,low traffic
0,Zuerich_Stampfenbachstrasse,12.0,6.438557959578388,8.766221988863556,low traffic
0,Opfikon_Balsberg,18.0,6.378650949744153,7.581932744606665,high traffic
0,StGallen_Blumenbergplatz,18.0,7.76252391348261,7.220850902303167,low traffic
0,StGallen_Stuelegg,18.0,2.4126015165849877,2.5541491620714485,no traffic
0,Zuerich_Schimmelstrasse,18.0,6.767860007437813,10.040875155683175,low traffic
0,Zuerich_Stampfenbachstrasse,18.0,6.329102935055216,10.109875391287849,low traffic
0,Opfikon_Balsberg,24.0,6.836417037126429,7.869840110366238,high traffic
0,StGallen_Blumenbergplatz,24.0,7.784611485778449,7.517577687801504,low traffic
0,StGallen_Stuelegg,24.0,2.8410444399620816,2.4232754358881134,no traffic
0,Zuerich_Schimmelstrasse,24.0,7.01442869312653,12.766817968411221,low traffic
0,Zuerich_Stampfenbachstrasse,24.0,6.916524408021788,9.802861868054778,low traffic
0,Opfikon_Balsberg,3.0,4.690816824928718,25.847500611482086,high traffic
