,no2,city,pre_lockdown_model,dummy,lockdown_model,weekday,class,year
2019-04-23,36.83666666666667,Opfikon_Balsberg,31.12524274369206,29.615051158149654,22.081473307661735,1,high traffic,2019
2019-04-24,23.454285714285717,Opfikon_Balsberg,31.965587635191476,29.871316594928544,22.41322856867327,2,high traffic,2019
2019-04-26,40.12545454545454,Opfikon_Balsberg,36.70489479437914,33.47901305209343,25.303457543103328,4,high traffic,2019
2019-04-27,23.915416666666665,Opfikon_Balsberg,28.12661665174834,29.973407923525013,18.30302308121109,5,high traffic,2019
2019-04-28,26.577500000000004,Opfikon_Balsberg,22.116134088579653,26.488368364771503,12.231603639483074,6,high traffic,2019
2019-04-29,35.02875000000001,Opfikon_Balsberg,34.23163864963712,34.23163864963712,23.255190400519147,0,high traffic,2019
2019-04-30,32.966818181818184,Opfikon_Balsberg,33.993026790265255,32.34369080119317,24.81011295070525,1,high traffic,2019
2019-05-01,14.660416666666668,Opfikon_Balsberg,21.02749843568739,19.649851901370194,12.191763875114919,2,high traffic,2019
2019-05-02,34.11708333333333,Opfikon_Balsberg,39.47923650564696,36.16507811087904,30.58029433892422,3,high traffic,2019
2019-05-03,34.58333333333333,Opfikon_Balsberg,34.93411108563236,31.863858146196613,23.68830263720651,4,high traffic,2019
2019-05-04,32.316086956521744,Opfikon_Balsberg,29.377988719389645,31.306944975347662,19.63656013303374,5,high traffic,2019
2019-05-05,24.007391304347824,Opfikon_Balsberg,27.496139202761835,32.93196997697193,18.6752052516835,6,high traffic,2019
2019-05-06,32.645,Opfikon_Balsberg,34.170444803783205,34.170444803783205,23.193996554665233,0,high traffic,2019
2019-05-07,32.92458333333333,Opfikon_Balsberg,35.246949055260245,33.53677296707269,26.003195116584774,1,high traffic,2019
2019-05-08,50.22416666666666,Opfikon_Balsberg,46.07711235337622,43.05830465548863,35.60021662923335,2,high traffic,2019
2019-05-09,29.488636363636363,Opfikon_Balsberg,37.27898299137992,34.14952899569234,28.564745223737525,3,high traffic,2019
2019-05-10,38.0675,Opfikon_Balsberg,34.06838940276686,31.07422211311438,22.89866660412428,4,high traffic,2019
2019-05-11,24.94083333333334,Opfikon_Balsberg,33.33922965870966,35.52828065989492,23.857895817580996,5,high traffic,2019
2019-05-12,16.04916666666666,Opfikon_Balsberg,23.051583651058912,27.608751000288734,13.351986275000305,6,high traffic,2019
2019-05-13,13.638181818181822,Opfikon_Balsberg,17.79099412085101,17.79099412085101,6.8145458717330385,0,high traffic,2019
2019-05-14,13.73666666666667,Opfikon_Balsberg,17.415828019323687,16.57081494917289,9.037237098684972,1,high traffic,2019
2019-05-15,11.82291666666667,Opfikon_Balsberg,18.662678488424852,17.439966503958875,9.9818784777036,2,high traffic,2019
2019-05-16,19.51,Opfikon_Balsberg,17.152327260080504,15.712443047257102,10.127659275302284,3,high traffic,2019
2019-05-17,37.04818181818182,Opfikon_Balsberg,40.69060459877945,37.11443092512896,28.938875416138856,4,high traffic,2019
2019-05-18,33.61708333333334,Opfikon_Balsberg,34.83497471547884,37.1222362106544,25.451851368340478,5,high traffic,2019
2019-05-19,37.92166666666667,Opfikon_Balsberg,27.18331264649825,32.55729938475158,18.300534659463153,6,high traffic,2019
2019-05-20,48.27375000000001,Opfikon_Balsberg,38.7505414788625,38.7505414788625,27.77409322974453,0,high traffic,2019
2019-05-21,50.64045454545454,Opfikon_Balsberg,33.57096605500236,31.942108382396142,24.408530531908223,1,high traffic,2019
2019-05-22,43.46,Opfikon_Balsberg,32.30600192596762,30.189428158190328,22.731340131935053,2,high traffic,2019
2019-05-23,20.77,Opfikon_Balsberg,25.02714194824678,22.926191678528,17.34140790657318,3,high traffic,2019
2019-05-24,40.1775,Opfikon_Balsberg,39.61562786670081,36.13393063366732,27.958375124677218,4,high traffic,2019
2019-05-25,39.237727272727255,Opfikon_Balsberg,32.59476017488104,34.734929372689,23.06454453037508,5,high traffic,2019
2019-05-26,28.93208333333333,Opfikon_Balsberg,28.146003105119913,33.710308287080004,19.453543561791577,6,high traffic,2019
2019-05-27,31.23833333333333,Opfikon_Balsberg,35.98456633049002,35.98456633049002,25.008118081372047,0,high traffic,2019
2019-05-28,35.325,Opfikon_Balsberg,35.53523520858243,33.8110715243282,26.27749367384028,1,high traffic,2019
2019-05-29,38.812272727272735,Opfikon_Balsberg,37.97836982237884,35.490162786014515,28.03207475975924,2,high traffic,2019
2019-05-30,30.89916666666667,Opfikon_Balsberg,37.101431061104186,33.98688199449614,28.40209822254132,3,high traffic,2019
2019-05-31,14.579583333333332,Opfikon_Balsberg,22.96795879453182,20.949374642529374,12.773819133539275,4,high traffic,2019
2019-06-01,15.244583333333333,Opfikon_Balsberg,17.625163762002376,18.782430524738928,7.112045682425006,5,high traffic,2019
2019-06-02,28.53090909090909,Opfikon_Balsberg,30.369782296931472,36.373716012801616,22.11695128751319,6,high traffic,2019
2019-06-03,33.17458333333333,Opfikon_Balsberg,35.87473592162733,35.87473592162733,24.898287672509355,0,high traffic,2019
2019-06-04,24.29875,Opfikon_Balsberg,25.112854721041018,23.894383199357843,16.360805348869924,1,high traffic,2019
2019-06-05,29.97208333333333,Opfikon_Balsberg,31.282697078669802,29.233166586665018,21.775078560409742,2,high traffic,2019
2019-06-06,28.72863636363636,Opfikon_Balsberg,38.11309216420408,34.91361731294922,29.328833540994403,3,high traffic,2019
2019-06-07,24.180416666666666,Opfikon_Balsberg,34.46831176864889,31.438996516697163,23.263441007707065,4,high traffic,2019
2019-06-08,21.94875,Opfikon_Balsberg,31.340410586041003,33.398219295877425,21.727834453563503,5,high traffic,2019
2019-06-09,29.78083333333333,Opfikon_Balsberg,28.54219333231764,34.184823075175586,19.92805834988716,6,high traffic,2019
2019-06-10,26.65909090909091,Opfikon_Balsberg,35.612270480434454,35.612270480434454,24.63582223131648,0,high traffic,2019
2019-06-11,34.02916666666666,Opfikon_Balsberg,36.41659093662227,34.649664019473256,27.116086168985337,1,high traffic,2019
2019-06-12,34.03958333333333,Opfikon_Balsberg,36.072737113380285,33.709380320389556,26.25129229413428,2,high traffic,2019
2019-06-13,31.59458333333333,Opfikon_Balsberg,35.79941535671791,32.79416643516696,27.20938266321214,3,high traffic,2019
2019-06-14,30.624782608695654,Opfikon_Balsberg,34.890587236333616,31.824159475844542,23.648603966854445,4,high traffic,2019
2019-06-15,25.34217391304348,Opfikon_Balsberg,30.554411796443304,32.560611892196185,20.890227049882263,5,high traffic,2019
2019-06-16,19.887083333333333,Opfikon_Balsberg,24.3557513469633,29.17074525299989,14.91398052771146,6,high traffic,2019
2019-06-17,15.335,Opfikon_Balsberg,16.618450486526456,16.618450486526456,5.642002237408484,0,high traffic,2019
2019-06-18,41.03791666666665,Opfikon_Balsberg,35.22435881565753,33.515278802126936,25.981700951639016,1,high traffic,2019
2019-06-19,38.81,Opfikon_Balsberg,37.83877553624202,35.35971421852298,27.901626192267706,2,high traffic,2019
2019-06-20,30.59958333333333,Opfikon_Balsberg,35.45645660699082,32.479997999540934,26.895214227586116,3,high traffic,2019
2019-06-21,16.078749999999996,Opfikon_Balsberg,22.94007643520356,20.923942779092542,12.748387270102443,4,high traffic,2019
2019-06-22,31.211666666666666,Opfikon_Balsberg,31.588282359939505,33.662366309497195,21.991981467183273,5,high traffic,2019
2019-06-23,11.911818181818186,Opfikon_Balsberg,18.075544822222795,21.64897751692575,7.392212791637322,6,high traffic,2019
2019-06-24,18.402916666666673,Opfikon_Balsberg,21.287644980984954,21.287644980984954,10.311196731866982,0,high traffic,2019
2019-06-25,33.34166666666666,Opfikon_Balsberg,31.062775531296282,29.55561484447842,22.0220369939905,1,high traffic,2019
2019-06-26,32.598333333333336,Opfikon_Balsberg,23.78881392713188,22.23025587218945,14.772167845934174,2,high traffic,2019
2019-06-27,34.430454545454545,Opfikon_Balsberg,31.21269491472533,28.592486824830512,23.007703052875694,3,high traffic,2019
2019-06-28,17.632916666666667,Opfikon_Balsberg,19.726372504301985,17.99268152767237,9.817126018682272,4,high traffic,2019
2019-06-29,14.56125,Opfikon_Balsberg,18.26845599061915,19.467961266708397,7.7975764243944745,5,high traffic,2019
2019-06-30,32.970833333333324,Opfikon_Balsberg,26.68294197500873,31.95800826939401,17.70124354410558,6,high traffic,2019
2019-07-01,39.390454545454546,Opfikon_Balsberg,29.78416502004898,29.78416502004898,18.80771677093101,0,high traffic,2019
2019-07-02,20.428500000000007,Opfikon_Balsberg,20.208349673762687,19.227843918793116,11.694266068305197,1,high traffic,2019
2019-07-03,14.94909090909091,Opfikon_Balsberg,16.672201595601575,15.579898542156247,8.121810515900972,2,high traffic,2019
2019-07-04,20.60333333333333,Opfikon_Balsberg,18.407823368568216,16.862544185227897,11.277760413273079,3,high traffic,2019
2019-07-05,38.290000000000006,Opfikon_Balsberg,36.206529197638666,33.02444729427131,24.84889178528121,4,high traffic,2019
2019-07-06,31.780833333333334,Opfikon_Balsberg,29.667863044574755,31.615852424220993,19.94546758190707,5,high traffic,2019
2019-07-07,22.15833333333333,Opfikon_Balsberg,22.300717823349967,26.709443257027036,12.452678531738608,6,high traffic,2019
2019-07-08,22.477083333333336,Opfikon_Balsberg,22.41632024383745,22.41632024383745,11.439871994719478,0,high traffic,2019
2019-07-09,15.084761904761908,Opfikon_Balsberg,19.241777162089395,18.308169344140467,10.774591493652547,1,high traffic,2019
2019-07-10,15.125454545454545,Opfikon_Balsberg,16.749315524985168,15.65196024253182,8.193872216276544,2,high traffic,2019
2019-07-11,34.91041666666667,Opfikon_Balsberg,27.64099644401687,25.320621266761723,19.735837494806905,3,high traffic,2019
2019-07-12,28.384166666666665,Opfikon_Balsberg,32.081234204387115,29.261711950756446,21.08615644176635,4,high traffic,2019
2019-07-13,24.392083333333336,Opfikon_Balsberg,27.213257365810602,29.00007754407998,17.329692701766056,5,high traffic,2019
2019-07-14,14.93227272727273,Opfikon_Balsberg,16.35180212196411,19.58446066114689,5.3276959358584595,6,high traffic,2019
2019-07-15,21.1535,Opfikon_Balsberg,24.226960592106654,24.226960592106654,13.250512342988682,0,high traffic,2019
2019-07-16,35.13208333333333,Opfikon_Balsberg,31.60265761439239,30.069301938967005,22.535724088479085,1,high traffic,2019
2019-07-17,34.64291666666666,Opfikon_Balsberg,33.816771053206864,31.601217092485545,24.14312906623027,2,high traffic,2019
2019-07-18,43.68636363636364,Opfikon_Balsberg,35.108299109730936,32.16106723497329,26.57628346301847,3,high traffic,2019
2019-07-19,32.85916666666666,Opfikon_Balsberg,34.691940411477354,31.64297111719711,23.467415608207013,4,high traffic,2019
2019-07-20,28.714583333333334,Opfikon_Balsberg,31.36774626626164,33.42734983455065,21.756964992236725,5,high traffic,2019
2019-07-21,22.547500000000007,Opfikon_Balsberg,25.974141351985317,31.109081783208595,16.852317057920168,6,high traffic,2019
2019-07-22,31.967272727272725,Opfikon_Balsberg,30.17782008006031,30.17782008006031,19.20137183094234,0,high traffic,2019
2019-07-23,22.77958333333333,Opfikon_Balsberg,22.826391127118544,21.718858437579595,14.185280587091675,1,high traffic,2019
2019-07-24,44.27916666666667,Opfikon_Balsberg,37.830127203222574,35.351632493369344,27.89354446711407,2,high traffic,2019
2019-07-25,31.147916666666664,Opfikon_Balsberg,23.874909296933264,21.870685353558972,16.285901581604154,3,high traffic,2019
2019-07-26,37.62000000000001,Opfikon_Balsberg,37.18967114864644,33.92118388469711,25.745628375707007,4,high traffic,2019
2019-07-27,23.7975,Opfikon_Balsberg,27.28249697715726,29.073863422454746,17.403478580140824,5,high traffic,2019
2019-07-28,20.81,Opfikon_Balsberg,26.959493415197247,32.289232360827974,18.032467635539547,6,high traffic,2019
2019-07-29,18.710833333333326,Opfikon_Balsberg,23.321055017340665,23.321055017340665,12.344606768222693,0,high traffic,2019
2019-07-30,23.931739130434785,Opfikon_Balsberg,32.001784358988424,30.449063120498447,22.915485270010528,1,high traffic,2019
2019-07-31,25.787826086956528,Opfikon_Balsberg,30.59788281081819,28.59321890176155,21.135130875506274,2,high traffic,2019
2019-08-01,19.551666666666666,Opfikon_Balsberg,31.45644616187022,28.815775917347757,23.23099214539294,3,high traffic,2019
2019-08-02,30.474166666666655,Opfikon_Balsberg,34.688744117772295,31.64005573603965,23.464500227049548,4,high traffic,2019
2019-08-03,17.592916666666667,Opfikon_Balsberg,28.125356314067755,29.972064832178873,18.30167998986495,5,high traffic,2019
2019-08-04,19.46272727272727,Opfikon_Balsberg,23.211507133352207,27.800290448014785,13.543525722726356,6,high traffic,2019
2019-08-05,31.57583333333334,Opfikon_Balsberg,32.51432187381132,32.51432187381132,21.537873624693347,0,high traffic,2019
2019-08-06,33.66291666666667,Opfikon_Balsberg,28.658145087359124,27.26765666853533,19.73407881804741,1,high traffic,2019
2019-08-07,38.80291666666667,Opfikon_Balsberg,32.99398478155536,30.83233683628764,23.374248810032366,2,high traffic,2019
2019-08-08,25.00863636363636,Opfikon_Balsberg,30.98870948705114,28.387304273076335,22.802520501121517,3,high traffic,2019
2019-08-09,33.89791666666667,Opfikon_Balsberg,33.54834875265349,30.599886256539985,22.424330747549888,4,high traffic,2019
2019-08-10,24.85833333333333,Opfikon_Balsberg,30.615194785954664,32.62538588766079,20.95500104534687,5,high traffic,2019
2019-08-11,16.449583333333333,Opfikon_Balsberg,23.783928068133516,28.485875755079096,14.229111029790667,6,high traffic,2019
2019-08-12,34.31045454545454,Opfikon_Balsberg,31.34167925714897,31.34167925714897,20.365231008031,0,high traffic,2019
2019-08-13,29.579166666666666,Opfikon_Balsberg,30.59557444794537,29.111082279752164,21.577504429264245,1,high traffic,2019
2019-08-14,31.59291666666667,Opfikon_Balsberg,33.052769629523155,30.887270311144118,23.429182284888842,2,high traffic,2019
2019-08-15,29.984166666666663,Opfikon_Balsberg,34.41138835922024,31.52265996169878,25.93787618974396,3,high traffic,2019
2019-08-16,26.89454545454545,Opfikon_Balsberg,30.64089343883532,27.947958361228242,19.772402852238145,4,high traffic,2019
2019-08-17,31.31083333333333,Opfikon_Balsberg,29.051669933426993,30.95920012548281,19.288815283168887,5,high traffic,2019
2019-08-18,28.40208333333333,Opfikon_Balsberg,24.4633939368705,29.29966817242966,15.04290344714123,6,high traffic,2019
2019-08-19,33.48333333333333,Opfikon_Balsberg,28.04372602209769,28.04372602209769,17.06727777297972,0,high traffic,2019
2019-08-20,35.12,Opfikon_Balsberg,34.98354743370479,33.28615154825386,25.752573697765943,1,high traffic,2019
2019-08-21,10.9865,Opfikon_Balsberg,16.286305343974604,15.21928483354246,7.761196807287185,2,high traffic,2019
2019-08-22,18.002083333333335,Opfikon_Balsberg,19.333071975049208,17.71012106581375,12.12533729385893,3,high traffic,2019
2019-08-23,15.68875,Opfikon_Balsberg,20.57621113747399,18.76783042406685,10.592274915076752,4,high traffic,2019
2019-08-24,22.953636363636363,Opfikon_Balsberg,30.20125176393857,32.184263401810234,20.513878559496312,5,high traffic,2019
2019-08-25,29.28666666666667,Opfikon_Balsberg,29.066608272236014,34.81291187446173,20.556147149173306,6,high traffic,2019
2019-08-26,21.08708333333333,Opfikon_Balsberg,22.56689456925561,22.56689456925561,11.590446320137637,0,high traffic,2019
2019-08-27,32.716249999999995,Opfikon_Balsberg,34.76637707451316,33.07951825866137,25.545940408173454,1,high traffic,2019
2019-08-28,28.50409090909092,Opfikon_Balsberg,25.50541947911956,23.83439556444976,16.376307538194485,2,high traffic,2019
2019-08-29,23.67625,Opfikon_Balsberg,31.108910748843208,28.497415014987837,22.91263124303302,3,high traffic,2019
2019-08-30,18.16625,Opfikon_Balsberg,25.436538350768103,23.200998237865818,15.025442728875719,4,high traffic,2019
2019-08-31,34.28041666666666,Opfikon_Balsberg,32.801885164233454,34.955654171333784,23.28526932901986,5,high traffic,2019
2019-09-01,25.745,Opfikon_Balsberg,27.789889469580167,33.28379300551614,19.02702828022771,6,high traffic,2019
2019-09-02,18.855,Opfikon_Balsberg,21.993124448021415,21.993124448021415,11.016676198903443,0,high traffic,2019
2019-09-03,22.43291666666667,Opfikon_Balsberg,29.775888226199857,28.331167096743883,20.797589246255964,1,high traffic,2019
2019-09-04,35.16304347826087,Opfikon_Balsberg,34.75454491663574,32.4775513644729,25.019463338217626,2,high traffic,2019
2019-09-05,32.05291666666667,Opfikon_Balsberg,39.967318444339625,36.612187097771546,31.027403325816728,3,high traffic,2019
2019-09-06,20.7475,Opfikon_Balsberg,21.63476103754281,19.733347587900912,11.557792078910813,4,high traffic,2019
2019-09-07,24.911666666666665,Opfikon_Balsberg,33.67003154864643,35.88080297396183,24.210418131647906,5,high traffic,2019
2019-09-08,39.53124999999999,Opfikon_Balsberg,31.99189789021467,38.31651465894082,24.05974993365239,6,high traffic,2019
2019-09-09,31.38583333333333,Opfikon_Balsberg,35.91792540630194,35.91792540630194,24.941477157183968,0,high traffic,2019
2019-09-10,20.14217391304348,Opfikon_Balsberg,18.850416390469192,17.9357973318716,10.402219481383682,1,high traffic,2019
2019-09-11,36.65260869565218,Opfikon_Balsberg,39.06598583239828,36.50652208276139,29.048434056506117,2,high traffic,2019
2019-09-12,38.41291666666668,Opfikon_Balsberg,39.424143421532975,36.11460991881898,30.52982614686416,3,high traffic,2019
2019-09-13,35.840416666666655,Opfikon_Balsberg,28.161998754253133,25.686926202852447,17.511370693862347,4,high traffic,2019
2019-09-14,18.852500000000006,Opfikon_Balsberg,18.503686339408016,19.718636820314433,8.048251978000511,5,high traffic,2019
2019-09-15,26.170909090909092,Opfikon_Balsberg,29.326442429962622,35.12411377150425,20.86734904621582,6,high traffic,2019
2019-09-16,31.44000000000001,Opfikon_Balsberg,33.45695843417592,33.45695843417592,22.480510185057945,0,high traffic,2019
2019-09-17,37.75625,Opfikon_Balsberg,37.872898025294404,36.03531133114737,28.50173348065945,1,high traffic,2019
2019-09-18,17.06083333333333,Opfikon_Balsberg,19.18406791890616,17.927196362671378,10.469108336416102,2,high traffic,2019
2019-09-19,19.52227272727273,Opfikon_Balsberg,21.340462498844847,19.548997435211714,13.964213663256896,3,high traffic,2019
2019-09-20,22.971666666666664,Opfikon_Balsberg,20.20075809146514,18.42537480613921,10.249819297149111,4,high traffic,2019
2019-09-21,32.81333333333334,Opfikon_Balsberg,32.89546918015581,35.05538290583081,23.38499806351689,5,high traffic,2019
2019-09-22,34.40708333333333,Opfikon_Balsberg,30.41538238100492,36.4283309748725,22.171566249584075,6,high traffic,2019
2019-09-23,38.53227272727272,Opfikon_Balsberg,37.46915427410436,37.46915427410436,26.49270602498639,0,high traffic,2019
2019-09-24,28.29166666666666,Opfikon_Balsberg,30.609459514518193,29.124293645211225,21.590715794723305,1,high traffic,2019
2019-09-25,29.219523809523807,Opfikon_Balsberg,38.60569005834439,36.07638324248761,28.618295216232333,2,high traffic,2019
2019-09-26,38.52875,Opfikon_Balsberg,33.344875346506406,30.5456773798409,24.96089360788608,3,high traffic,2019
2019-09-27,28.575454545454544,Opfikon_Balsberg,37.0562901244761,33.79952531370498,25.623969804714882,4,high traffic,2019
2019-09-28,29.85791666666667,Opfikon_Balsberg,31.076218109470354,33.116679963627675,21.446295121313753,5,high traffic,2019
2019-09-29,23.02125,Opfikon_Balsberg,28.202692679408877,33.77820506868722,19.521440343398794,6,high traffic,2019
2019-09-30,22.09875,Opfikon_Balsberg,31.40920748522867,31.40920748522867,20.432759236110698,0,high traffic,2019
2019-10-01,31.42727272727273,Opfikon_Balsberg,33.77259252991637,32.1339519743831,24.600374123895183,1,high traffic,2019
2019-10-02,32.520833333333336,Opfikon_Balsberg,34.02595568018253,31.796696690436146,24.33860866418087,2,high traffic,2019
2019-10-03,25.04791666666667,Opfikon_Balsberg,33.18009882554988,30.394733332319113,24.809949560364295,3,high traffic,2019
2019-10-04,36.650416666666665,Opfikon_Balsberg,36.43131050436707,33.22947325454129,25.05391774555119,4,high traffic,2019
2019-10-05,28.629090909090905,Opfikon_Balsberg,30.249262479936313,32.23542649736198,20.565041655048056,5,high traffic,2019
2019-10-06,29.84750000000001,Opfikon_Balsberg,24.461492359803398,29.297390664361323,15.040625939072894,6,high traffic,2019
2019-10-07,33.21,Opfikon_Balsberg,34.85738142644665,34.85738142644665,23.88093317732868,0,high traffic,2019
2019-10-08,34.425000000000004,Opfikon_Balsberg,34.9199429682541,33.22563316085621,25.692055310368293,1,high traffic,2019
2019-10-09,45.48318181818181,Opfikon_Balsberg,36.6164418745079,34.21746348905099,26.759375462795717,2,high traffic,2019
2019-10-10,28.520416666666673,Opfikon_Balsberg,33.41143513024767,30.60664967796783,25.021865906013012,3,high traffic,2019
2019-10-11,29.91375,Opfikon_Balsberg,30.59957813933247,27.910274137937158,19.734718628947057,4,high traffic,2019
2019-10-12,26.97833333333333,Opfikon_Balsberg,30.59595981386223,32.604887948926724,20.9345031066128,5,high traffic,2019
2019-10-13,30.431818181818183,Opfikon_Balsberg,26.57818508501912,31.832541536389098,17.575776811100667,6,high traffic,2019
2019-10-14,34.59166666666668,Opfikon_Balsberg,34.292736999836094,34.292736999836094,23.316288750718122,0,high traffic,2019
2019-10-15,36.73791666666667,Opfikon_Balsberg,38.56593089821695,36.694718364689,29.161140514201083,1,high traffic,2019
2019-10-16,32.37125000000001,Opfikon_Balsberg,36.280894139641326,33.903899642351185,26.44581161609591,2,high traffic,2019
2019-10-17,37.11545454545455,Opfikon_Balsberg,39.40151389195456,36.09388006745271,30.50909629549789,3,high traffic,2019
2019-10-18,39.7725,Opfikon_Balsberg,36.59387145124325,33.377747213442866,25.202191704452765,4,high traffic,2019
2019-10-19,30.79,Opfikon_Balsberg,34.608309916708855,36.88068862035742,25.210303778043496,5,high traffic,2019
2019-10-20,20.573333333333334,Opfikon_Balsberg,28.903254244782996,34.617263682254446,20.36049895696602,6,high traffic,2019
2019-10-21,39.161578947368405,Opfikon_Balsberg,34.98146723496826,34.98146723496826,24.005018985850285,0,high traffic,2019
2019-10-22,29.44708333333333,Opfikon_Balsberg,39.41492762765467,37.50252191444591,29.968944063957988,1,high traffic,2019
2019-10-23,23.36666666666667,Opfikon_Balsberg,37.20601601592519,34.76841084016649,27.310322813911213,2,high traffic,2019
2019-10-24,34.93,Opfikon_Balsberg,41.490173856811154,38.00720356258413,32.42241979062931,3,high traffic,2019
2019-10-25,36.847272727272724,Opfikon_Balsberg,39.7697225348719,36.274482389389775,28.098926880399674,4,high traffic,2019
2019-10-26,31.856250000000006,Opfikon_Balsberg,35.847457566635086,38.20119860023115,26.53081375791723,5,high traffic,2019
2019-10-27,26.0175,Opfikon_Balsberg,29.868291598099947,35.77308344704885,21.51631872176042,6,high traffic,2019
2019-10-28,30.00541666666667,Opfikon_Balsberg,22.74824438234366,22.74824438234366,11.771796133225688,0,high traffic,2019
2019-10-29,28.200454545454544,Opfikon_Balsberg,41.672994752062486,39.651027998673165,32.11745014818524,1,high traffic,2019
2019-10-30,26.97208333333333,Opfikon_Balsberg,24.735081435760726,23.11452731610396,15.656439289848684,2,high traffic,2019
2019-10-31,24.212499999999995,Opfikon_Balsberg,35.14496546502305,32.19465556444849,26.60987179249367,3,high traffic,2019
2019-11-01,34.285833333333336,Opfikon_Balsberg,43.24195389824489,39.44154988230775,31.265994373317646,4,high traffic,2019
2019-11-02,39.38818181818181,Opfikon_Balsberg,39.965382931977864,42.58950659696911,30.919121754655187,5,high traffic,2019
2019-11-03,24.83666666666667,Opfikon_Balsberg,33.54936573476546,40.18188506307719,25.925120337788762,6,high traffic,2019
2019-11-04,31.56833333333333,Opfikon_Balsberg,40.221085342472,40.221085342472,29.24463709335403,0,high traffic,2019
2019-11-05,29.0825,Opfikon_Balsberg,38.6065807195585,36.733395863480354,29.199818012992434,1,high traffic,2019
2019-11-06,40.25238095238095,Opfikon_Balsberg,42.395032318319586,39.61746134266448,32.1593733164092,2,high traffic,2019
2019-11-07,37.35708333333333,Opfikon_Balsberg,43.299128841226334,39.66430243533162,34.0795186633768,3,high traffic,2019
2019-11-08,45.10541666666666,Opfikon_Balsberg,56.53481183048684,51.566138897103215,43.390583388113114,4,high traffic,2019
2019-11-09,34.48458333333333,Opfikon_Balsberg,38.06708661281793,40.56656830195844,28.89618345964452,5,high traffic,2019
2019-11-10,30.11772727272728,Opfikon_Balsberg,30.650644007082498,36.71010249012371,22.453337764835283,6,high traffic,2019
2019-11-11,34.222500000000004,Opfikon_Balsberg,46.9067661163845,46.9067661163845,35.93031786726653,0,high traffic,2019
2019-11-12,36.50541666666667,Opfikon_Balsberg,47.28444183908724,44.99020860914947,37.45663075866155,1,high traffic,2019
2019-11-13,43.91666666666666,Opfikon_Balsberg,43.16647110919792,40.33835822148694,32.88027019523167,2,high traffic,2019
2019-11-14,42.90954545454545,Opfikon_Balsberg,40.973727435466174,37.53411120262036,31.94932743066554,3,high traffic,2019
2019-11-15,48.96958333333336,Opfikon_Balsberg,47.374632008480084,43.21101946307472,35.03546395408462,4,high traffic,2019
2019-11-16,30.3675,Opfikon_Balsberg,35.35175301921847,37.67294613413367,26.002561291819745,5,high traffic,2019
2019-11-17,40.097083333333345,Opfikon_Balsberg,40.977634508022504,49.07868044288844,34.821915717600014,6,high traffic,2019
2019-11-18,37.925909090909094,Opfikon_Balsberg,41.60676310184645,41.60676310184645,30.630314852728475,0,high traffic,2019
2019-11-19,43.11166666666667,Opfikon_Balsberg,38.40251167844503,36.53922821819846,29.00565036771054,1,high traffic,2019
2019-11-20,29.08041666666666,Opfikon_Balsberg,32.7549861724805,30.608996561774337,23.15090853551906,2,high traffic,2019
2019-11-21,38.099583333333335,Opfikon_Balsberg,48.87135691860601,44.768759398202334,39.183975626247516,3,high traffic,2019
2019-11-22,32.350454545454554,Opfikon_Balsberg,31.817742550976885,29.021377778623375,20.845822269633274,4,high traffic,2019
2019-11-23,42.043333333333344,Opfikon_Balsberg,35.45535958104166,37.78335549404819,26.112970651734265,5,high traffic,2019
2019-11-24,33.50333333333333,Opfikon_Balsberg,30.615049074482734,36.66747064122799,22.410705915939566,6,high traffic,2019
2019-11-25,38.97625,Opfikon_Balsberg,41.126194095388044,41.126194095388044,30.149745846270072,0,high traffic,2019
2019-11-26,31.72818181818181,Opfikon_Balsberg,45.071910093693695,42.885028534943,35.351450684455074,1,high traffic,2019
2019-11-27,49.76750000000001,Opfikon_Balsberg,47.943985766554974,44.80286719581007,37.3447791695548,2,high traffic,2019
2019-11-28,30.398333333333333,Opfikon_Balsberg,40.947725259692675,37.51029182815583,31.92550805620101,3,high traffic,2019
2019-11-29,42.35124999999999,Opfikon_Balsberg,37.753105396963285,34.43509960790154,26.25954409891144,4,high traffic,2019
2019-11-30,22.95909090909091,Opfikon_Balsberg,28.438993982672233,30.306295923591733,18.63591108127781,5,high traffic,2019
2019-12-01,38.33041666666667,Opfikon_Balsberg,36.01917964050143,43.139967170263894,28.883202444975467,6,high traffic,2019
2019-12-02,32.830000000000005,Opfikon_Balsberg,35.997186173742826,35.997186173742826,25.020737924624854,0,high traffic,2019
2019-12-03,37.48291666666667,Opfikon_Balsberg,26.594582423122137,25.304217720519066,17.770639870031147,1,high traffic,2019
2019-12-04,46.75428571428571,Opfikon_Balsberg,42.4460313981511,39.6651191450826,32.207031118827324,2,high traffic,2019
2019-12-05,49.39041666666667,Opfikon_Balsberg,47.06787529869179,43.11667441812925,37.53189064617443,3,high traffic,2019
2019-12-06,47.68916666666667,Opfikon_Balsberg,47.906597148077935,43.696231801963734,35.52067629297363,4,high traffic,2019
2019-12-07,44.01333333333334,Opfikon_Balsberg,38.96087660652555,41.519044471099726,29.848659628785803,5,high traffic,2019
2019-12-08,33.69454545454545,Opfikon_Balsberg,32.620238022210145,39.069074071359076,24.81230934607065,6,high traffic,2019
2019-12-09,30.98666666666665,Opfikon_Balsberg,33.279989538037356,33.279989538037356,22.303541288919384,0,high traffic,2019
2019-12-10,39.36739130434783,Opfikon_Balsberg,36.347744130090206,34.58415764850896,27.050579798021044,1,high traffic,2019
